Sentence,Emotion,TRUE,SentenceCI,CI,CI_Distance
Kendi gölgesinden korkuyor ve salak.,FEAR,He,"</s><s> Tatlım, Murray ile konuşuyorsun. </s><s> Yakalamaca oynarken bile kafası karışıyor. Bak, gidiyor! </s><s> Anladı işte. </s><s> İyi çocuk, iyi... </s><s> Ah, kötü çocuk! </s><s> Kötü! </s><s> - Hadi! </s><s> Git yardım iste! </s><s> - Çok salak. </s><s> - O salak değil. </s><s> - Onu seviyorum ama salak. </s> <s> - Kendi gölgesinden korkuyor ve salak.",name (Murray),-11
"Üzüntüden çok, korkmuş gibiydi.",FEAR,He,"</s><s> Howard ve ben işte böyleydik. </s><s> Bir gece, geç saatlerde, ofisine gittim. </s><s> Ağlıyordu. </s> <s> Üzüntüden çok, korkmuş gibiydi.",name (Howard),-3
"Yaradan çok, korkmuştu.",FEAR,He,"</s><s> Dr. Fine, oğlunuzun bir arkadaşı geldi. </s><s> Yaralanmış. </s><s> - Tanrım. </s><s> - Selam. </s><s> - Bıçaklandım. </s><s> - İçeri gel. </s> <s> Yaradan çok, korkmuştu.",son (oğul),-6
Ama çok teleşlandı ve korktu.,FEAR,He,</s><s> - Diego senin intiharı denediğini... </s><s> - Ona inanma. </s><s> O yalancının teki. </s> <s> Ama çok teleşlandı ve korktu.,name (Diego),-3
"Hayır, korkmuş, dostum.",FEAR,He,"</s><s> Chuckie, Roscoe hiçbir bok yapamayacak. </s><s> Baksana şuna. </s><s> Onu eğiten benim. </s><s> Durumu iyi. </s> <s> Hayır, korkmuş, dostum.",name (Roscoe),-4
"</s> <s> Bana ""Büyümekten çok korkuyorum. </s><s> "" dedi.",FEAR,He,"</s><s> Ancak, bilirsiniz, oğlum olduktan sonra... </s><s> Bundan güzel şeyler çıkacağını biliyordum. </s><s> Bence yeteneklerim ona geçecekti. </s> <s> Bana ""Büyümekten çok korkuyorum. </s><s> "" dedi.",son (oğul),-3
Korktu ve ateş etti.,FEAR,He,</s> <s> Korktu ve ateş etti. </s> <s> Hangi aptal ateş etti? </s><s> - Bay Torturianu!,Mr Torturianu (Bay Torturianu),2
"Gördüğü, duyduğu Her neyse ödünü koparmıştı.",FEAR,He,"</s><s> Petrov'u son gördüğümde sizi görmeye gidiyordu. </s> <s> Gördüğü, duyduğu Her neyse ödünü koparmıştı.",name (Petrov),-1
"Bana hurdalıkta olanları anlattığında, bakımevine gitmekten korktuğunu söylediğinde.",FEAR,He,"</s><s> Ona ne olacak? </s><s> Joe amcaya mı? </s><s> Kuzenlerimin onu ipe çekeceğini tahmin ediyorum. </s><s> Hayır, gerçekten. </s><s> Gerçekten. </s><s> Bilmiyorum. </s><s> Umurumda değil. </s><s> Öyle mi? </s><s> Hayatım, yaptıklarımla yüzleşmeme izin ver. </s><s> Ben oraya onun için değil, para için gittim. </s> <s> Bana hurdalıkta olanları anlattığında, bakımevine gitmekten korktuğunu söylediğinde.",uncle Joe (Joe amca),-9
Ama korkudan ödünün patladigindan eminim!,FEAR,He,"</s><s> Profesör, Juggernaut'a ne oldu? </s><s> Emin degilim. </s> <s> Ama korkudan ödünün patladigindan eminim!",name (Juggernaut),-2
"İçeri girmeni ve korkusu geçene dek, ona sarılmanı istiyorum.",FEAR,He,"<s> İçeri girmeni ve korkusu geçene dek, ona sarılmanı istiyorum. </s> <s> Onu geri veriyorum demiyorum, ne olup bittiğini anlayana kadar sizinle yaşamalı. </s><s> Bazıları deli olduğumu düşünebilir, umrumda değil. </s><s> Tek önemli olan Isaiah.",name (Isaiah),3
Salakça bir şey aldığımı düşünürken kim bilir ne korkacak.,FEAR,He,"</s><s> Biliyorum, içine oğlumun Haydut Robot'unu koyabilirim. </s> <s> Salakça bir şey aldığımı düşünürken kim bilir ne korkacak.",son (oğul),-1
Ölesiye korkmuş.,FEAR,He,"</s><s> Aman Tanrım, nerede bu adam? </s><s> - Bilmiyorum. </s><s> - Sessiz olun. </s><s> Orada. </s><s> Orada saklanıyor. </s><s> Bir şeyin arkasında. </s><s> Bunu nereden biliyorsun? </s><s> Ben hiç bir şey duymuyorum. </s><s> Ben duyuyorum. </s><s> Kalbinin sesini duyuyorum. </s><s> Hızlı ve çok sert çarpıyor. </s> <s> Ölesiye korkmuş.",man (adam),-11
Bizi birlikte bırakmaya korkuyor.,FEAR,He,</s><s> Kahrolasıca piç Herif! </s><s> Ona sensiz yapamayacağımı söylemiştim! </s><s> Neden beni seçti dersin? </s> <s> Bizi birlikte bırakmaya korkuyor.,man (Herif),-3
Bunları söylemesine rağmen korkmuştu.,FEAR,He,Bence Ali korkmuştu. </s> <s> Bunları söylemesine rağmen korkmuştu.,name (Ali),-1
Dövüşe yaklaştıkça daha da korkacağını biliyordu.,FEAR,He,Bence Ali korkmuştu. </s> <s> Bunları söylemesine rağmen korkmuştu. Dövüşe yaklaştıkça daha da korkacağını biliyordu.,name (Ali),-2
Ödü kopuyor!,FEAR,He,</s> <s> Ödü kopuyor! </s> <s> Her şeyden paçayı sıyırmayı dilerdi! </s><s> Her şeyden paçayı sıyırmayı dilerdi! </s><s> Adam korkmuş!,man (adam),3
Arıdan korkardı.,FEAR,He,</s><s> Ona Buzz lakabını takan bendim. </s><s> Hızlı uçtuğundan sanırlar. </s><s> Doğru değil. </s> <s> Arıdan korkardı.,name (Buzz),-3
Dehşete kapıImış korkuyor ve şu an Her şeyi yapabilir.,FEAR,He,"</s><s> Benny, o senin oğlun. </s> <s> Dehşete kapıImış korkuyor ve şu an Her şeyi yapabilir.",son (oğul),-1
Korkmuştu,FEAR,He,</s><s> - John'a silah verdin. </s> <s> - Korkmuştu.,name (John),-1
Korkudan ne yaptığını bilmiyor.,FEAR,He,"<s> -Clark'a güvenmiyorum. </s><s> -Kim güveniyor ki? </s><s> Pek çoğumuz, daha seninkiler bilgi sızdırmadan önce Başkan Santiago suikastından onun sorumlu olduğunu biliyorduk. </s><s> Kontrolünü iyice kaybetti. </s> <s> Korkudan ne yaptığını bilmiyor.",name (Clark),-4
Akılsızca korkmuştu ve arkasından gelen birkaç tane daha kiralık katillerden delirmişcesine bahsedip duruyordu.,FEAR,He,Kalaman'ın öldürmeye çalıştığı ufak adam bunu kanıtlayabilir. </s> <s> Akılsızca korkmuştu ve arkasından gelen birkaç tane daha kiralık katillerden delirmişcesine bahsedip duruyordu.,man (adam),-1
"Çünkü korkuyor, Jerry.",FEAR,He,"</s><s> Mike dışarıda. </s><s> Seninle konuşmak istiyor. </s><s> O zaman neden içeriye gelmiyor? </s> <s> - Çünkü korkuyor, Jerry.",name (Mike),-3
Neden korkuyor?,FEAR,He,"</s><s> Mike dışarıda. </s><s> Seninle konuşmak istiyor. </s><s> O zaman neden içeriye gelmiyor? </s> <s> - Çünkü korkuyor, Jerry. </s> <s> - Neden korkuyor?",name (Mike),-4
Ama korktu. </s> <s> Bir an için kendi yaşamını feda etmeyi düşündü ama yapmadı.,FEAR,He,</s><s> Ambulansı süren adamın direksiyonu kırıp benim yerime kamyona çarpacağını sandım. </s> <s> Ama korktu. </s> <s> Bir an için kendi yaşamını feda etmeyi düşündü ama yapmadı.,man (adam),-1
Ama çekip gitmekten çok korkuyordu.,FEAR,He,</s><s> Bu yüzden Sadao'yu seviyorum. </s><s> O benim aşkımdı. </s><s> Dedi ki burada yaşarız anlıyor musun? </s><s> Bir geleceğimiz olur. </s> <s> Ama çekip gitmekten çok korkuyordu.,name (Sadao),-4
-Ne yaptı peki? </s><s> - Korktu ve çekip gitti.,FEAR,He,"</s><s> Adamın biri evime gelip ""Mahkeme işlerinden vazgeç. </s><s> "" dedi. </s><s> Vazgeçmezsem, arkadaşı gelip beni dövecekmiş. </s><s> Ben de şöyle dedim: ""Senin arkadaşın varsa, benim de var. </s><s> Arkadaşım evine gelir, arabana bomba koyar ve seni havaya uçurur. </s><s> "" </s> <s> - Ne yaptı peki? </s><s> - Korktu ve çekip gitti.",man (adam),-5
Muhtemelen sorumluluklu olduğundan korkmuştur.,FEAR,He,</s><s> Bob nerede? </s><s> Ona zaman tanımalısın. </s><s> Dönecektir. </s> <s> Muhtemeken sorumluluklu olduğundan korkmuştur.,name (Bob),-3
Biraz üzgün görünüyor.,SADNESS,She,"Şimdi bir bakalım Bayan Barker'i bulabilecek miyiz. </s><s> İşte orada. </s><s> Siyah bir elbise giymiş, merdivenlerin başında. </s><s> Ne olmuş acaba? </s> <s> Biraz üzgün görünüyor.",Miss Barker  (Bayan Barker),-4
"O kadar üzgün ki, Bay Wilkes ona aşağı bile inmemesini söyledi.",SADNESS,She,"Melanie istasyona gitmiyor mu? </s><s> Fikrini değiştirmedi değil mi? </s><s> Hayır, hanımefendi. </s> <s> Yatıyor. </s><s> O kadar üzgün ki, Bay Wilkes ona aşağı bile inmemesini söyledi.",name (Melanie),-4
Çok üzülüyordu,SADNESS,She,"Diane'i benimle yemek yemeğe çağırmıştım. </s><s> Onunla Her şeyi son kez ve kesin olarak konuşmak istiyordum. </s><s> Bilirsini o... </s><s> Şey, o bana aşık olduğunu düşünüyordu. </s><s> Yani, umuma açık yerlerde görüşmeye devam edemezdik. </s> <s> Çok üzülüyordu",name (Diane),-5
Çok üzgün görünüyormuş.,SADNESS,She,Kathy bu sabah karıma söylemiş. </s> <s> Çok üzgün görünüyormuş.,wife (karım),-1
Bu konuda üzüntülü ve gergin gibiydi.,SADNESS,She,Bayan Page bana şantaj yapacak biri gibi gelmedi. </s><s> Bence de öyle değildi. </s><s> Paraya şehir dışındaki biri için ihtiyacı olduğunu söyledi. </s><s> Hemen gerekliymiş. </s> <s> Bu konuda üzüntülü ve gergin gibiydi.,Miss Page (Bayan Page),-4
Benden söz ediyor mu? </s> <s> Üzülüyor mu?,SADNESS,She,Lorraine bana New York'la ilgili çok şey anlattı. </s><s> Benden söz ediyor mu? </s> <s> Üzülüyor mu?,name (Lorraine),-2
Üzülmüş olmalı. ,SADNESS,She,Üzülmüş olmalı. </s> <s> - Pek öyle diyemem. </s><s> Annie'nin nasıl hissettiğini anlayamamışımdır Her zaman. ,name (Annie),2
Geldiğinde biraz üzgündü.,SADNESS,She,Fusako iyi mi acaba. </s><s> Kocasıyla barışmış olmalı. </s> <s> Geldiğinde biraz üzgündü.,name (Fusako),-2
"Üzülmüş görünüyordu, garip de sorular sordu. ",SADNESS,She,"Üzülmüş görünüyordu, garip de sorular sordu. </s> <s> Anne da aptal bir insan değildir zaten.",name (Anne),1
Birden kendini öldürmek istiyor. </s> <s> Daigleların oğluna olanlar yüzünden biraz üzgündü.,SADNESS,She,Christine ile birbirimiz aşığız. </s><s> Birden kendini öldürmek istiyor. </s> <s> Daigleların oğluna olanlar yüzünden biraz üzgündü.,name (Christine),-2
Suçlandığı için çok üzgündü.,SADNESS,She,Bir kişi hariç: </s><s> Bayan Cole. </s><s> Bilmeye hakkı var. </s><s> Prens'in ölümüyle ilgisi olmadığı ona söylenmeli. </s> <s> Suçlandığı için çok üzgündü.,Miss Cole (Bayan Cole),-3
Palm Beach'ten sonra çok üzgündü. </s> <s> Ne uyuyabildi ne yiyebildi. </s><s> Herşeye ve Herkese ilgilisini kaybetti.,SADNESS,She,Bir yardım işine gidiyoruz ve Irene eve gelmekte geç kaldı. </s><s> İçki alır mısınız? </s><s> Teşekkür ederim. </s> <s> Palm Beach'ten sonra çok üzgündü. </s> <s> Ne uyuyabildi ne yiyebildi. </s><s> Herşeye ve Herkese ilgilisini kaybetti.,name (Irene),-3
Hemen üzülüyor ama.,SADNESS,She,Maggy'yi çocukluğundan beri tanırsın. </s><s> Senin en iyi arkadaşın. </s><s> Onu istediğin Her zaman görebilirsin. </s><s> Bundan kurtulamaman çok garip kaçıyor. </s><s> İşin doğrusu inanılmaz. </s> <s> - Hemen üzülüyor ama.,name (Maggy),-5
Buna çok üzülecek ve...,SADNESS,She,Marie gitmek istemedi. </s><s> Ve Louise'i görmek istemiyorum. </s> <s> Buna çok üzülecek ve...,name (Louise),-1
"Eleştirim yüzünden bu kadar üzgün olmasaydı, asla böyle bir şey yapmazdı.",SADNESS,She,"Zavallı kız. </s> <s> Eleştirim yüzünden bu kadar üzgün olmasaydı, asla böyle bir şey yapmazdı.",girl (kız),-1
"Tek tokat tamam, üzülmüş.",SADNESS,She,"Zavallı kız. </s><s> Eleştirim yüzünden bu kadar üzgün olmasaydı, asla böyle bir şey yapmazdı. </s><s> Dur bakalım. </s> <s> Tek tokat tamam, üzülmüş.",girl (kız),-3
Rupert'i unuttuğu için çok üzülmüş olmalı.,SADNESS,She,Zavallı Flora. </s> <s> Rupert'i unuttuğu için çok üzülmüş olmalı.,name (Flora),-1
"Yani, şey... </s> <s> Morali çok bozuk.",SADNESS,She,"Kız kardeşin hasta. </s><s> - Hasta mı? </s><s> - Yani, şey... </s> <s> Morali çok bozuk.",sister (kız kardeş),-3
"Ama nasılsa üzülecek, Bayan BlanscHe.",SADNESS,She,"Daha önce söylediğin gibi Bayan Jane hakkında Doktor Shelby le konuştun mu? </s><s> Hayır, Henüz değil, Bu biraz zor. </s><s> Eğer yardım edebileceksem, onu tekrar sarsmak istemiyorum. </s> <s> Ama nasılsa üzülecek, Bayan BlanscHe.",Ms. Jane (Bayan Jane) ,-3
"Üzüldü elbet,ancak anlaştık..",SADNESS,She,"Annem? </s><s> İyi haberi, duydu mu? </s><s> Üzgün mü? </s><s> Gözyaşı, kovalara aktı mı? </s> <s> Üzüldü elbet,ancak anlaştık..",mother(anne),-4
"Biraz duygusal, üzüntülü ve hatta isterik olsa da bunun nedeni, büyüyor ve bir anda değişiyor olması.",SADNESS,She,"Ama genç bir kız yalnızlığa ihtiyaç duyar. </s><s> O, bunu evde bulamamış. </s> <s> Biraz duygusal, üzüntülü ve hatta isterik olsa da bunun nedeni, büyüyor ve bir anda değişiyor olması.",girl (kız),-2
Bir şeye çok üzülmüş gibi duruyor.,SADNESS,She,"Adamlarımdan biri bu bayanı, başıboş dolanırken bulmuşlar. </s> <s> Bir şeye çok üzülmüş gibi duruyor.",woman (bayan),-1
Orayı o şekilde terk etmemeliydim. </s> <s> Üzülmüş olmalı.,SADNESS,She,"Ne olursa olsun, o benim annem ve tartışsam bile en sonunda pes etmek zorunda kalıyorum. </s><s> Bunun dışında iyi geçiniyoruz. </s><s> Onu seviyorum. </s><s> O da sizi seviyor. </s><s> Orayı o şekilde terk etmemeliydim. </s> <s> Üzülmüş olmalı.",mother(anne),-5
Dün gece aradığımda altüst olmuş durumdaydı.,SADNESS,She,"Jane seninle mi birlikte? </s><s> Jane mi? </s><s> Hayır, ben şehir dışındaydım. </s><s> Sabah erkenden döndüm. </s><s> Neden? </s><s> Ne oldu? </s> <s> Dün gece aradığımda altüst olmuş durumdaydı.",name (Jane),-6
"Sadece üzüldü, Hepsi bu.",SADNESS,She,"Ben de, kızım da iyiyiz. </s> <s> - Sadece üzüldü, Hepsi bu.",daughter (kız),-1
Çok feci üzülecek.,SADNESS,She,Ama daha yeni geldin ve Hanako da okulda şu an. </s> <s> Çok feci üzülecek.,name (Hanako),-1
"Çok sarsılmış, Komiser. ",SADNESS,She,"Çok sarsılmış, Komiser. </s> <s> Biraz önce ona teskin edici ilaç verdim. </s><s> Zavallı kadın",woman (kadın),2
Ben gideceğim diye üzülüyor.,SADNESS,She,Josephine'in nesi var? </s> <s> - Ben gideceğim diye üzülüyor.,name (Josephine),-1
Yıkılmış ve bunu saklamıyor. ,SADNESS,She,Yıkılmış ve bunu saklamıyor. </s> <s> Bu kız öksüze benziyor.,girl (kız),1
Ama son zamanlarda bir arkadasinin aklina soktugu fikirlerden dolayi üzgündü.,SADNESS,She,"Onlar da Sara konusunda bir şey bilmiyorlar. </s><s> Neden endişelendiğimi anlıyor musun? </s><s> Evet, ama birlikte endişelenmeye başlamadan önce, babasının dönmesini bekleyelim. </s><s> Belki de bu sabah buluşup, beraber gitmişlerdir. </s><s> Onu iyi tanırım. </s><s> Üç yıl önce tedavi etmiştim. </s><s> -Biliyor muydun? </s><s> -Hayır. </s><s> Sizin psikyatr olduğunuzu da bilmiyordum. </s><s> Annesi öldükten sonra bir sinir krizi geçirdi. </s><s> Ve tedavi için bana geldi. </s><s> Tedavisi bittikten sonra arkadaşlığımız devam etti. </s> <s> Ama son zamanlarda bir arkadasinin aklina soktugu fikirlerden dolayi üzgündü.",name (Sara),-12
Öyle üzüntülü görünüyordu ki bir terslik olduğunu anlamıştım.,SADNESS,She,Annem gitmiş. </s><s> Alışverişe çıkmıştır. </s><s> Gitmiş. </s><s> Bana bir şey bıraktı. </s><s> Size vermemi söyledi. </s><s> Size haber vermediğini anlamıştım. </s> <s> Öyle üzüntülü görünüyordu ki bir terslik olduğunu anlamıştım.,mother(anne),-6
Charlotte'un ani gidişinden beridir çok üzgün. </s> <s> Geceleri uyuyamıyor.,SADNESS,She,"Bazen burada durup, haberi olmadan karımı izlerim. </s><s> Çok sıkıntılı. </s> <s> Charlotte'un ani gidişinden beridir çok üzgün. </s> <s> Geceleri uyuyamıyor.",wife (karım),-2
Çok üzgünmüş.,SADNESS,She,"Marsha orada mı? </s><s> - Evet, iyiymiş. </s> <s> Çok üzgünmüş.",name (Marsha),-2
Üzgün olması doğal.,SADNESS,She,Üzgün olması doğal. </s><s> Sen karışma. </s> <s> Bu kadınların arasında.,women (kadınlar),2
Bir şeye üzülmüştü tamam mı?,SADNESS,She,Neden Karen çekip gitti? </s><s> Aynen MicHelle'in söylediği gibi tamam mı? </s> <s> Bir şeye üzülmüştü tamam mı?,name (Karen),-2
Üzüntüsünden yaptı.,SADNESS,She,Kredi notu düşük diye bu kadının kredi başvurusunu reddettim. </s><s> Çaresizlikle benden faydalanmaya kalktı. </s><s> Geri püskürttüm tabii. </s><s> - Seni yalancı! </s><s> - Çıkar onu buradan Thomas! </s><s> - Polise gerek yok. </s> <s> Üzüntüsünden yaptı.,woman (kadın),-6
Kendine hakim olup soğukkanlı görünmeye çalıştı... ama çok üzgündü.,SADNESS,She,Kızkardeşim yıkılmıştı. </s> <s> Kendine hakim olup soğukkanlı görünmeye çalıştı... ama çok üzgündü.,sister (kız kardeş),-1
Evde kaldı. </s> <s> Morali bozuk.,SADNESS,She,Jessie nerede? </s><s> -Evde kaldı. </s> <s> Morali bozuk.,name (Jessie),-2
Sesi çok üzgündü .,SADNESS,She,"Arayan Vivian . </s><s> Carl' a neler olduğunu anlatırken Brian içeri dalmış . </s><s> Görünüşe göre , Orda işler çığırından çıktı. </s><s> Oraya gidip Carl' a olan biten Her şeyi anlatmamızı istiyor. </s> <s> Sesi çok üzgündü .",name (Vivian),-4
Ona danışmadan bir şey alacak olursam buna çok bozulur.,SADNESS,She,Çok teşekkür ederim ancak bizim ailede alışverişleri karım yapar. </s> <s> Ona danışmadan bir şey alacak olursam buna çok bozulur.,wife (karım),-1
Fakat hala üzgün.,SADNESS,She,"Anne, babam öleli 10 yıl olmuştur. </s><s> Peki ya büyükannen? </s><s> Sence nasıl hissediyordur? </s><s> Anne, büyükannem de öldü. </s> <s> Fakat hala üzgün.",grandmother(büyükanne),-3
Adam'ın ölümünden dolayı çok üzgün.,SADNESS,She,Bayan Corman pek iyi hissetmiyor. </s> <s> Adam'ın ölümünden dolayı çok üzgün.,Ms. Corman (Bayan Corman),-1
Geldiğinde neden üzgündü?,SADNESS,She,Alice'in nesi var? </s> <s> Geldiğinde neden üzgündü?,name (Alice),-1
Milli bir gazetedeki politika muhabirliği işini kaybettiği için çok üzgündü.,SADNESS,She,"Çok yetenekli bir genç kadındı, ama çok öfkeliydi. </s><s> Kendisine birkaç röportaj vermiştim. </s> <s> Milli bir gazetedeki politika muhabirliği işini kaybettiği için çok üzgündü.",woman (kadın),-2
Fena halde üzgün görünüyor.,SADNESS,She,"Leydi Yardly, sizi görmeye geldi, Bay Poirot. </s><s> Acilmiş. </s><s> Nasıl görünüyor? </s> <s> Fena halde üzgün görünüyor.",Lady Yardly (Leydi Yardly),-3
"Evet ama çok üzgün, hiç kimseyi görmek istemiyor.",SADNESS,She,"Vada evde mi? </s> <s> Evet ama çok üzgün, hiç kimseyi görmek istemiyor.",name (Vada),-1
"Bir sürü şeye canı sıkılmış, özellikle de Lester Diamond olayına.",SADNESS,She,"Karım mı? </s><s> Onun bu meseleyle ne ilgisi var? </s> <s> Bir sürü şeye canı sıkılmış, özellikle de Lester Diamond olayına.",wife (karım),-2
Canı sıkkın olunca yemek yapmaz.,SADNESS,She,Anneni tanıyorsun. </s> <s> Canı sıkkın olunca yemek yapmaz.,mother(anne),-1
Umarım kendisi... çok üzülmemiştir.,SADNESS,She,B'Elanna'ya karşı Her zaman büyük bir saygım olmuştur. </s> <s> Umarım kendisi... çok üzülmemiştir.,name (B'Elanna),-1
Biraz üzgün görünüyor.,SADNESS,She,"Mark, RacHel burada. </s><s> Seni görmek istiyor. </s><s> Elbette. </s> <s> Biraz üzgün görünüyor.",name (RacHel),-3
Üzülürse üzülsün.,SADNESS,She,Eski eşim Yahudi'dir. </s><s> - Tanrım. </s><s> - Bir sorun mu var? </s><s> Benim için yok Ama annem başka. </s><s> Yedi saatlik Miamı yolculuğunda ne konuşuruz diyordum </s><s> Bunu indirebilirim. </s><s> Hayır. </s><s> Bu konularda çocukça davranmamalıyım. </s> <s> Üzülürse üzülsün.,mother(anne),-5
Neden bu kadar hüzünlü peki?,SADNESS,She,"Şarkıyı söyleyen kim, Efendim? </s><s> Edith Piaf. </s> <s> Neden bu kadar hüzünlü peki?",Edith Piaf,-1
"Taşınacağı için üzüntülüydü. Eğer hala evli olduğumuzu öğrenseydi, daha fazla üzülürdü. ",SADNESS,She,"RacHel'a, onunla hala evli olduğunu söyleyince ne dedi? </s><s> Oh, şu mesele. </s><s> Çok iyi karşıladı. </s><s> - Söylemedin ona, değil mi? </s><s> - Hayır. </s><s> Tabii ki söylemezsin çünkü ona âşıksın. </s><s> Ona âşık değilim. </s> <s> Taşınacağı için üzüntülüydü. Eğer hala evli olduğumuzu öğrenseydi, daha fazla üzülürdü. ",name (RacHel),-7
